CustomerID,Age,Annual_Income_k$,Spending_Score,Purchase_Frequency,Gender
81497,68.0,50.21,96,7,Female
81498,53.0,78.33,26,9,Female
81499,42.0,69.12,85,6,Male
81500,68.0,62.53,74,5,Female
81501,31.0,110.73,28,4,Female
81502,25.0,,16,5,Male
81503,46.0,55.08,57,5,Female
81504,42.0,64.29,88,2,Female
81505,,77.69,50,5,Male
81506,53.0,31.32,27,2,Female
81507,,51.51,41,3,Female
81508,29.0,34.71,29,4,Male
81509,67.0,4.08,51,4,Female
81510,29.0,55.04,92,2,Female
81511,35.0,85.13,64,3,Male
81512,53.0,68.53,53,3,Male
81513,65.0,101.89,52,7,Male
81514,67.0,112.71,84,7,Female
81515,36.0,74.42,87,8,Female
81516,65.0,59.88,54,4,Female
81517,52.0,89.07,64,4,Male
81518,66.0,53.12,24,7,Female
81519,44.0,48.77,2,3,Male
81520,20.0,23.01,31,6,Female
81521,30.0,82.91,35,7,Female
81522,55.0,71.1,38,5,Male
81523,68.0,76.99,3,5,Male
81524,58.0,67.26,12,6,Male
81525,36.0,66.4,33,6,Female
81526,60.0,23.83,32,2,Female
81527,52.0,88.99,45,6,Male
81528,32.0,59.75,75,9,Female
81529,,66.16,99,6,Female
81530,52.0,35.75,90,1,Male
81531,22.0,37.32,6,6,Male
81532,24.0,71.6,49,6,Female
81533,38.0,74.74,93,5,Male
81534,58.0,94.48,98,0,Female
81535,18.0,47.22,71,7,Male
81536,42.0,28.6,60,9,Female
81537,47.0,120.54,3,1,Female
81538,36.0,97.21,75,5,Male
81539,41.0,62.73,39,5,Female
81540,63.0,64.96,78,6,Female
81541,32.0,42.91,56,6,Female
81542,52.0,24.42,94,5,Male
81543,41.0,94.07,4,5,Male
81544,53.0,92.71,41,3,Female
81545,66.0,32.2,55,9,Female
81546,31.0,60.72,25,7,Male
81547,39.0,55.28,73,5,Male
81548,56.0,11.53,47,7,Male
81549,25.0,53.98,23,8,Male
81550,,76.86,21,3,Female
81551,33.0,32.17,71,7,Female
81552,63.0,39.37,71,5,Female
81553,34.0,51.66,39,2,Female
81554,22.0,70.1,79,7,Male
81555,58.0,61.56,78,6,Female
81556,52.0,83.91,23,7,Male
81557,54.0,,26,1,Male
81558,69.0,86.31,50,6,Male
81559,35.0,42.22,6,3,Female
81560,38.0,51.29,70,2,Male
81561,59.0,34.08,59,5,Male
81562,18.0,69.93,38,5,Female
81563,34.0,46.2,24,7,Female
81564,25.0,,62,6,Female
81565,46.0,46.74,12,9,Male
81566,37.0,68.12,91,5,Male
81567,66.0,34.94,43,6,Female
81568,67.0,52.34,37,8,Female
81569,54.0,78.28,96,3,Female
81570,56.0,59.28,4,7,Male
81571,22.0,88.52,64,3,Female
81572,27.0,41.79,31,4,Female
81573,23.0,51.63,15,8,Female
81574,24.0,39.66,42,3,Female
81575,52.0,37.94,17,5,Female
81576,44.0,45.19,31,6,Female
81577,59.0,,97,11,Female
81578,38.0,42.92,87,4,Male
81579,41.0,99.81,44,3,Female
81580,46.0,68.77,100,8,Male
81581,44.0,10.07,29,4,Male
81582,55.0,44.59,46,5,Female
81583,19.0,74.92,21,4,Male
81584,42.0,84.06,88,5,Male
81585,19.0,93.66,32,2,Female
81586,55.0,58.86,27,7,Female
81587,35.0,,62,6,Female
81588,59.0,105.38,15,3,Male
81589,24.0,66.42,5,2,Male
81590,66.0,72.19,20,4,Male
81591,21.0,110.98,43,6,Male
81592,61.0,76.41,7,4,Female
81593,57.0,20.97,98,9,Male
81594,58.0,,55,4,Male
81595,27.0,69.32,69,5,Male
81596,68.0,16.56,29,5,Male
81597,58.0,99.77,4,8,Male
81598,45.0,62.8,35,5,Female
81599,47.0,98.62,31,3,Male
81600,41.0,72.38,84,1,Female
81601,53.0,59.73,16,3,Female
81602,33.0,31.8,27,7,Male
81603,50.0,21.16,71,7,Male
81604,27.0,43.04,44,7,Female
81605,65.0,71.33,72,8,Female
81606,38.0,69.16,100,10,Male
81607,44.0,102.49,70,5,Female
81608,38.0,36.72,90,5,Male
81609,44.0,66.87,47,5,Male
81610,49.0,27.45,63,10,Female
81611,22.0,96.29,59,5,Female
81612,52.0,18.81,68,4,Female
81613,39.0,58.7,43,5,Female
81614,53.0,54.11,84,3,Male
81615,27.0,71.51,71,4,Male
81616,51.0,60.58,40,3,Male
81617,69.0,60.1,20,6,Male
81618,23.0,69.85,80,4,Male
81619,31.0,46.08,23,5,Male
81620,54.0,37.27,42,7,Female
81621,36.0,29.43,93,4,Female
81622,49.0,43.95,1,8,Female
81623,37.0,78.41,10,4,Male
81624,38.0,57.98,99,5,Female
81625,32.0,41.77,64,7,Male
81626,34.0,78.54,45,2,Female
81627,61.0,62.91,74,7,Female
81628,62.0,48.7,42,6,Female
81629,69.0,52.81,79,4,Female
81630,41.0,50.96,78,3,Male
81631,38.0,61.28,87,5,Male
81632,65.0,45.89,57,3,Female
81633,32.0,,89,3,Male
81634,28.0,55.16,54,7,Female
81635,54.0,50.23,92,7,Female
81636,47.0,59.58,15,6,Male
81637,35.0,28.51,16,6,Male
81638,45.0,61.35,31,4,Male
81639,30.0,23.38,65,6,Female
81640,60.0,75.94,40,8,Female
81641,27.0,74.06,37,2,Male
81642,64.0,84.2,38,6,Male
81643,56.0,110.04,63,6,Male
81644,29.0,82.25,6,7,Female
81645,67.0,79.37,49,6,Female
81646,55.0,11.1,16,1,Female
81647,,97.13,43,5,Female
81648,65.0,77.96,45,5,Female
81649,57.0,80.4,91,3,Female
81650,43.0,88.96,25,7,Female
81651,61.0,41.65,66,5,Male
81652,36.0,92.61,52,2,Female
81653,40.0,42.03,20,1,Female
81654,65.0,77.53,58,3,Male
81655,53.0,57.86,20,6,Female
81656,44.0,59.15,65,3,Female
81657,69.0,68.59,31,5,Female
81658,33.0,77.48,40,2,Female
81659,24.0,54.46,23,4,Male
81660,30.0,73.35,28,4,Male
81661,29.0,63.95,56,3,Male
81662,44.0,85.57,42,4,Male
81663,50.0,62.48,77,4,Female
81664,48.0,95.56,20,5,Male
81665,28.0,59.91,47,6,Female
81666,34.0,49.77,63,5,Male
81667,55.0,97.9,62,0,Male
81668,19.0,80.96,26,3,Male
81669,20.0,64.13,2,5,Male
81670,51.0,66.2,35,9,Male
81671,67.0,72.89,7,3,Male
81672,49.0,79.5,2,7,Female
81673,41.0,105.53,5,6,Male
81674,41.0,68.93,68,4,Female
81675,30.0,35.58,25,7,Male
81676,39.0,52.76,88,11,Male
81677,36.0,81.07,79,8,Female
81678,47.0,55.29,3,6,Female
81679,56.0,42.44,8,1,Female
81680,38.0,82.4,33,5,Female
81681,65.0,143.63,500,6,Female
81682,40.0,61.32,45,5,Male
81683,33.0,32.25,92,6,Male
81684,59.0,21.73,54,3,Male
81685,24.0,104.45,15,5,Male
81686,37.0,42.62,31,7,Female
81687,65.0,70.72,10,4,Male
81688,59.0,111.54,66,6,Male
81689,31.0,39.49,47,5,Male
81690,43.0,26.8,99,4,Female
81691,39.0,82.43,68,2,Female
81692,58.0,,87,5,Male
81693,53.0,114.08,54,2,Male
81694,43.0,69.11,80,4,Male
81695,29.0,53.06,72,4,Male
81696,66.0,,53,5,Male
81697,48.0,57.71,5,5,Male
81698,57.0,67.16,97,10,Male
81699,21.0,39.42,40,6,Male
81700,57.0,56.94,29,8,Female
81701,44.0,69.36,40,9,Male
81702,26.0,36.39,87,6,Male
81703,29.0,41.88,46,3,Female
81704,46.0,130.41,10,6,Female
81705,45.0,61.36,40,10,Female
81706,33.0,71.49,6,7,Male
81707,25.0,20.77,4,2,Female
81708,64.0,62.57,9,7,Female
81709,66.0,103.6,19,4,Female
81710,30.0,,15,7,Female
81711,31.0,77.12,9,6,Female
81712,32.0,71.73,35,6,Male
81713,26.0,63.09,73,6,Male
81714,61.0,-23.33,67,4,Female
81715,49.0,58.16,37,3,Male
81716,39.0,48.64,11,9,Male
81717,68.0,70.92,48,4,Female
81718,42.0,90.13,60,3,Male
81719,58.0,90.56,96,7,Male
81720,43.0,87.13,75,8,Female
81721,62.0,37.53,46,2,Female
81722,46.0,97.69,69,2,Male
81723,35.0,84.7,62,6,Female
81724,53.0,117.91,44,2,Male
81725,37.0,85.16,17,5,Male
81726,50.0,42.3,76,5,Female
81727,37.0,58.48,26,5,Male
81728,20.0,82.12,26,7,Male
81729,60.0,20.95,13,7,Male
81730,51.0,24.32,79,5,Female
81731,23.0,8.46,62,7,Male
81732,48.0,63.05,45,3,Male
81733,52.0,58.71,59,3,Female
81734,49.0,85.66,3,1,Male
81735,59.0,88.82,80,8,Male
81736,26.0,41.39,26,6,Female
81737,63.0,70.34,3,0,Male
81738,65.0,68.32,12,1,Male
81739,44.0,39.02,85,1,Female
81740,41.0,24.66,53,8,Male
81741,67.0,41.73,48,6,Female
81742,39.0,62.74,55,8,Male
81743,47.0,56.68,47,7,Male
81744,53.0,99.91,46,5,Female
81745,43.0,65.14,77,5,Male
81746,67.0,70.58,72,7,Male
81747,19.0,38.55,77,9,Male
81748,59.0,74.32,65,3,Male
81749,61.0,26.94,77,5,Male
81750,24.0,70.03,38,2,Male
81751,44.0,,19,4,Male
81752,33.0,70.0,1,3,Female
81753,66.0,47.63,67,2,Male
81754,63.0,71.65,74,4,Female
81755,46.0,,17,6,Female
81756,38.0,27.14,44,5,Male
81757,43.0,118.8,25,3,Male
81758,35.0,59.6,25,4,Male
81759,18.0,91.85,38,8,Female
81760,19.0,62.35,64,4,Female
81761,31.0,64.93,87,6,Female
81762,55.0,92.62,27,5,Male
81763,32.0,67.86,62,2,Female
81764,53.0,140.21,18,7,Male
81765,41.0,54.36,42,6,Male
81766,42.0,60.18,48,5,Female
81767,26.0,44.97,81,7,Female
81768,32.0,46.41,23,9,Female
81769,54.0,50.44,90,4,Male
81770,23.0,46.1,44,5,Female
81771,60.0,91.51,59,11,Male
81772,62.0,57.91,12,5,Male
81773,29.0,23.95,98,5,Female
81774,44.0,35.45,99,9,Female
81775,24.0,94.27,60,5,Female
81776,45.0,55.05,20,5,Male
81777,69.0,74.68,36,8,Male
81778,29.0,51.29,89,5,Female
81779,59.0,41.98,2,1,Female
81780,52.0,24.26,34,2,Male
81781,19.0,100.75,56,6,Male
81782,43.0,32.85,87,1,Female
81783,37.0,50.94,32,7,Male
81784,42.0,45.05,93,8,Female
81785,38.0,,89,3,Male
81786,,34.27,90,5,Male
81787,45.0,97.49,86,5,Female
81788,55.0,74.56,58,5,Male
81789,30.0,88.74,23,6,Male
81790,47.0,74.72,34,6,Female
81791,27.0,65.21,69,5,Male
81792,62.0,82.59,52,5,Male
81793,39.0,79.66,98,2,Male
81794,46.0,87.96,71,15,Male
81795,22.0,36.08,63,8,Female
81796,25.0,330.29,500,6,Male
81797,28.0,99.17,71,8,Female
81798,43.0,26.23,53,2,Female
81799,36.0,64.52,94,4,Male
81800,36.0,56.84,26,5,Male
81801,47.0,70.94,56,2,Female
81802,53.0,95.72,94,6,Female
81803,59.0,41.55,45,2,Male
81804,26.0,70.07,10,1,Male
81805,24.0,39.68,42,9,Female
81806,35.0,,54,1,Male
81807,26.0,40.16,22,1,Male
81808,23.0,10.63,97,5,Female
81809,23.0,70.22,14,8,Male
81810,62.0,,43,3,Male
81811,39.0,-14.24,91,4,Female
81812,34.0,75.35,74,5,Female
81813,32.0,41.18,83,9,Female
81814,26.0,77.79,11,8,Female
81815,23.0,35.9,35,4,Male
81816,40.0,62.6,66,5,Male
81817,34.0,52.69,75,7,Male
81818,49.0,81.82,55,3,Male
81819,49.0,37.79,89,3,Male
81820,54.0,44.47,40,5,Male
81821,20.0,,48,7,Male
81822,33.0,98.99,58,4,Female
81823,19.0,42.58,100,4,Male
81824,69.0,69.24,59,5,Male
81825,20.0,95.3,48,9,Female
81826,58.0,24.59,90,5,Female
81827,68.0,63.66,48,4,Male
81828,31.0,29.72,8,6,Female
81829,31.0,52.22,39,4,Male
81830,47.0,48.12,14,5,Male
81831,66.0,46.11,22,6,Female
81832,57.0,66.62,15,4,Female
81833,66.0,68.53,40,1,Male
81834,44.0,51.96,78,4,Male
81835,34.0,73.15,10,10,Female
81836,56.0,93.89,89,5,Male
81837,26.0,94.06,36,3,Female
81838,53.0,17.3,48,8,Male
81839,27.0,69.14,79,5,Female
81840,46.0,,87,4,Male
81841,21.0,45.23,78,3,Female
81842,38.0,42.86,36,3,Female
81843,54.0,49.19,38,9,Male
81844,19.0,89.29,39,6,Female
81845,,75.97,97,4,Male
81846,45.0,50.38,78,5,Male
81847,42.0,50.78,41,8,Female
81848,43.0,76.5,9,6,Female
81849,26.0,58.63,10,2,Male
81850,47.0,21.25,11,3,Male
81851,26.0,-6.17,58,8,Female
81852,18.0,36.13,63,4,Female
81853,29.0,65.23,35,1,Female
81854,62.0,47.05,14,3,Male
81855,69.0,69.26,84,3,Male
81856,30.0,46.12,32,6,Female
81857,31.0,67.46,77,6,Male
81858,27.0,153.02,500,5,Male
81859,34.0,49.8,7,4,Male
81860,34.0,,72,5,Female
81861,48.0,39.81,50,4,Female
81862,63.0,81.08,88,3,Female
81863,66.0,,5,4,Male
81864,68.0,64.82,28,7,Male
81865,43.0,82.88,24,4,Female
81866,52.0,46.37,9,0,Female
81867,53.0,69.92,99,3,Female
81868,28.0,41.61,71,5,Male
81869,33.0,41.23,29,5,Female
81870,46.0,33.73,38,8,Female
81871,62.0,88.38,30,6,Female
81872,35.0,35.35,99,1,Female
81873,28.0,35.57,97,3,Female
81874,28.0,71.76,82,2,Male
81875,26.0,48.05,29,3,Female
81876,42.0,81.38,98,1,Female
81877,49.0,37.39,64,3,Female
81878,51.0,46.13,59,3,Female
81879,20.0,62.18,59,4,Male
81880,31.0,26.8,48,5,Male
81881,65.0,29.33,30,7,Male
81882,57.0,15.23,6,3,Female
81883,42.0,99.51,57,5,Female
81884,33.0,36.6,81,6,Male
81885,53.0,53.91,45,3,Female
81886,26.0,46.92,75,4,Male
81887,21.0,59.4,11,8,Female
81888,62.0,74.55,17,5,Male
81889,19.0,60.13,16,7,Male
81890,42.0,32.5,26,7,Female
81891,67.0,49.31,1,5,Male
81892,39.0,85.92,81,7,Male
81893,22.0,81.23,11,9,Male
81894,66.0,62.17,7,7,Female
81895,38.0,109.3,66,6,Male
81896,27.0,77.46,100,5,Female
81897,40.0,68.54,27,13,Male
81898,44.0,89.32,14,5,Female
81899,47.0,45.71,27,7,Male
81900,21.0,106.69,14,10,Male
81901,23.0,53.96,5,5,Male
81902,43.0,84.56,36,5,Female
81903,27.0,29.29,21,6,Female
81904,66.0,75.8,86,8,Male
81905,22.0,309.02,500,3,Female
81906,56.0,84.33,46,5,Male
81907,54.0,54.25,68,2,Male
81908,57.0,56.34,63,3,Male
81909,18.0,106.35,34,2,Female
81910,51.0,-0.29,39,4,Female
81911,65.0,102.24,8,6,Female
81912,25.0,105.94,67,5,Female
81913,38.0,65.51,6,5,Female
81914,48.0,85.26,67,4,Male
81915,64.0,0.38,42,6,Male
81916,40.0,2.98,11,1,Male
81917,28.0,36.91,6,3,Female
81918,33.0,92.87,11,4,Female
81919,44.0,9.15,29,7,Female
81920,24.0,63.05,53,7,Female
81921,66.0,56.11,4,6,Female
81922,41.0,65.2,24,7,Male
81923,49.0,15.3,51,2,Female
81924,52.0,78.93,53,3,Male
81925,48.0,87.34,98,7,Female
81926,64.0,128.41,31,9,Female
81927,46.0,2.29,75,8,Male
81928,21.0,15.99,6,4,Female
81929,52.0,8.22,90,10,Male
81930,28.0,25.64,7,11,Female
81931,51.0,59.18,65,6,Female
81932,56.0,70.45,5,3,Male
81933,32.0,6.94,27,4,Male
81934,31.0,29.68,4,5,Male
81935,38.0,61.31,88,10,Female
81936,24.0,50.25,36,6,Female
81937,,46.83,55,4,Female
81938,59.0,66.73,3,12,Male
81939,35.0,,52,7,Male
81940,31.0,58.88,64,2,Male
81941,55.0,72.0,72,5,Female
81942,46.0,42.4,58,2,Female
81943,68.0,35.48,69,3,Male
81944,27.0,38.02,64,6,Female
81945,34.0,72.7,2,5,Female
81946,49.0,,72,4,Female
81947,68.0,49.57,96,2,Male
81948,37.0,36.32,81,5,Female
81949,34.0,83.74,21,5,Male
81950,63.0,32.05,83,8,Female
81951,24.0,81.7,51,5,Female
81952,68.0,79.84,80,4,Female
81953,56.0,66.02,78,5,Male
81954,61.0,73.1,69,5,Male
81955,47.0,63.93,3,3,Female
81956,55.0,50.69,15,10,Male
81957,57.0,52.95,54,5,Male
81958,58.0,76.93,31,4,Female
81959,67.0,23.95,47,4,Female
81960,27.0,,35,8,Female
81961,49.0,78.82,54,4,Female
81962,43.0,69.05,5,5,Male
81963,65.0,86.29,92,8,Female
81964,34.0,59.36,85,6,Male
81965,18.0,84.83,75,1,Male
81966,56.0,81.23,67,4,Female
81967,43.0,,69,1,Female
81968,47.0,24.12,3,6,Male
81969,26.0,60.54,35,6,Male
81970,,78.23,73,4,Male
81971,50.0,58.7,72,4,Female
81972,43.0,69.77,70,8,Female
81973,59.0,76.55,71,4,Male
81974,27.0,35.73,64,9,Female
81975,59.0,59.68,33,3,Female
81976,49.0,87.4,4,5,Male
81977,56.0,82.64,26,5,Male
81978,64.0,106.11,28,1,Male
81979,59.0,75.16,62,6,Male
81980,65.0,49.86,21,3,Female
81981,65.0,51.14,63,8,Female
81982,69.0,88.34,41,3,Male
81983,50.0,74.42,71,7,Male
81984,44.0,,71,2,Male
81985,60.0,47.9,73,4,Male
81986,46.0,88.53,93,5,Female
81987,,65.94,52,5,Male
81988,35.0,,4,1,Male
81989,52.0,55.8,12,9,Female
81990,64.0,113.25,80,8,Female
81991,45.0,59.97,63,7,Female
81992,55.0,65.88,41,3,Male
81993,27.0,26.51,87,3,Male
81994,20.0,47.84,16,2,Male
81995,59.0,89.73,82,1,Female
81996,46.0,18.27,72,7,Female
81997,33.0,46.9,86,10,Female
81998,53.0,24.14,46,7,Female
81999,18.0,62.98,88,5,Male
82000,35.0,58.33,76,9,Male
82001,21.0,66.37,86,5,Female
82002,22.0,74.68,8,7,Male
82003,,42.43,53,4,Male
82004,21.0,60.67,61,4,Female
82005,68.0,120.78,57,6,Male
82006,,43.81,70,4,Male
82007,36.0,112.27,83,10,Male
82008,52.0,56.36,51,7,Female
82009,69.0,23.23,40,8,Male
82010,62.0,98.12,94,8,Female
82011,41.0,82.06,57,1,Female
82012,37.0,70.91,68,3,Male
82013,67.0,48.11,93,1,Female
82014,45.0,83.5,49,4,Female
82015,55.0,98.39,2,8,Female
82016,41.0,36.47,49,2,Female
82017,37.0,36.0,99,2,Male
82018,41.0,11.66,54,7,Female
82019,,61.31,86,2,Female
82020,55.0,113.94,61,5,Male
82021,42.0,101.75,14,2,Female
82022,49.0,-8.78,65,11,Female
82023,34.0,37.92,17,4,Male
82024,34.0,101.48,98,2,Female
82025,22.0,67.74,3,7,Female
82026,34.0,30.15,12,7,Male
82027,26.0,57.12,29,4,Male
82028,37.0,4.18,52,8,Male
82029,19.0,91.01,72,10,Female
82030,36.0,68.79,76,3,Male
82031,26.0,99.02,70,3,Female
82032,57.0,29.56,45,9,Female
82033,36.0,35.19,18,4,Female
82034,62.0,43.71,87,8,Female
82035,,97.57,89,2,Male
82036,23.0,52.02,60,7,Male
82037,53.0,90.34,45,2,Female
82038,28.0,65.43,16,1,Male
82039,38.0,81.66,7,4,Female
82040,59.0,46.2,41,6,Female
82041,65.0,55.77,50,6,Female
82042,42.0,75.1,9,4,Male
82043,,65.7,19,3,Male
82044,35.0,47.79,42,5,Female
82045,42.0,48.44,60,2,Male
82046,68.0,89.69,82,4,Female
82047,38.0,81.45,95,5,Female
82048,40.0,51.19,68,5,Female
82049,47.0,106.83,2,6,Male
82050,61.0,44.16,84,4,Male
82051,63.0,9.81,33,4,Male
82052,35.0,53.4,93,3,Female
82053,69.0,58.94,86,4,Male
82054,50.0,92.52,9,3,Female
82055,62.0,,39,0,Male
82056,52.0,71.07,93,7,Female
82057,63.0,42.74,21,4,Female
82058,39.0,73.22,35,5,Female
82059,67.0,55.81,11,4,Female
82060,41.0,49.86,73,4,Female
82061,40.0,35.21,14,8,Female
82062,68.0,90.13,39,4,Female
82063,18.0,67.29,5,6,Male
82064,32.0,63.62,49,5,Female
82065,65.0,47.99,8,5,Male
82066,45.0,62.16,10,4,Female
82067,59.0,29.53,84,6,Female
82068,37.0,87.25,35,4,Female
82069,53.0,23.51,45,5,Female
82070,60.0,28.11,52,4,Female
82071,33.0,93.45,72,3,Male
82072,22.0,,81,6,Male
82073,68.0,85.84,69,4,Male
82074,60.0,65.88,91,6,Male
82075,67.0,44.82,14,6,Male
82076,32.0,92.09,58,7,Male
82077,19.0,54.28,42,4,Female
82078,41.0,77.54,82,7,Female
82079,30.0,60.34,31,6,Male
82080,40.0,41.56,8,4,Male
82081,29.0,57.2,76,8,Female
82082,63.0,16.85,30,5,Female
82083,50.0,80.52,75,3,Male
82084,61.0,70.24,70,2,Female
82085,62.0,66.46,33,9,Female
82086,42.0,56.18,55,7,Female
82087,52.0,92.56,56,3,Female
82088,52.0,36.88,39,5,Male
82089,18.0,28.42,46,5,Female
82090,60.0,45.3,55,5,Male
82091,,100.28,90,0,Female
82092,48.0,41.0,98,6,Female
82093,45.0,81.32,68,3,Male
82094,28.0,38.63,73,6,Male
82095,49.0,47.54,46,3,Female
82096,19.0,,93,1,Female
82097,68.0,85.99,78,7,Female
82098,61.0,73.06,38,4,Male
82099,30.0,54.36,85,4,Female
82100,34.0,40.19,20,5,Female
82101,68.0,69.65,58,3,Female
82102,21.0,73.95,94,2,Female
82103,48.0,57.01,18,1,Male
82104,55.0,45.5,20,6,Male
82105,20.0,102.6,79,8,Female
82106,60.0,33.68,52,2,Female
82107,29.0,53.87,19,5,Female
82108,61.0,41.7,60,3,Female
82109,35.0,66.33,34,2,Male
82110,47.0,35.61,44,6,Male
82111,63.0,69.43,74,7,Male
82112,28.0,20.87,56,3,Male
82113,41.0,71.62,37,2,Male
82114,38.0,85.98,57,5,Female
82115,66.0,,81,6,Female
82116,65.0,31.35,93,3,Female
82117,52.0,73.53,36,4,Male
82118,21.0,14.03,86,5,Male
82119,43.0,,27,6,Male
82120,25.0,36.34,3,4,Male
82121,41.0,14.47,73,6,Male
82122,60.0,33.69,32,2,Female
82123,62.0,88.42,17,9,Female
82124,29.0,86.92,82,3,Female
82125,22.0,29.82,1,11,Female
82126,33.0,91.18,39,3,Female
82127,49.0,25.97,70,3,Female
82128,46.0,59.43,43,4,Male
82129,50.0,106.27,59,5,Female
82130,58.0,80.09,39,0,Female
82131,31.0,71.5,80,6,Male
82132,42.0,72.54,74,5,Female
82133,25.0,66.63,24,1,Female
82134,44.0,50.66,29,4,Male
82135,52.0,44.96,89,6,Female
82136,39.0,10.03,39,2,Female
82137,24.0,59.51,93,8,Male
82138,53.0,49.62,52,8,Male
82139,64.0,55.53,89,7,Female
82140,29.0,12.71,44,4,Female
82141,26.0,68.94,61,2,Male
82142,67.0,73.3,45,8,Male
82143,62.0,17.49,46,7,Female
82144,52.0,44.05,50,6,Male
82145,56.0,78.06,75,7,Female
82146,36.0,25.35,34,5,Male
82147,,53.21,71,9,Male
82148,46.0,4.56,63,8,Male
82149,25.0,,71,2,Male
82150,60.0,,55,5,Female
82151,44.0,58.11,98,8,Female
82152,22.0,51.52,93,5,Male
82153,65.0,47.18,16,6,Male
82154,46.0,73.79,74,8,Male
82155,52.0,29.38,49,6,Male
82156,50.0,1.84,57,7,Female
82157,49.0,24.15,2,9,Female
82158,38.0,62.07,53,9,Male
82159,27.0,112.74,36,8,Male
82160,59.0,91.08,86,8,Male
82161,33.0,13.7,25,2,Male
82162,28.0,53.44,81,1,Female
82163,,46.15,61,2,Male
82164,69.0,86.63,16,5,Female
82165,30.0,18.3,90,9,Male
82166,32.0,34.65,68,1,Female
82167,59.0,66.05,63,7,Male
82168,53.0,78.76,17,4,Male
82169,49.0,57.8,8,8,Female
82170,36.0,107.3,75,5,Male
82171,32.0,26.67,83,5,Male
82172,55.0,62.68,11,6,Male
82173,39.0,72.02,66,9,Male
82174,66.0,,21,6,Male
82175,30.0,5.1,14,3,Male
82176,,61.49,3,1,Male
82177,66.0,36.25,90,7,Male
82178,32.0,65.55,41,8,Female
82179,24.0,37.48,11,8,Male
82180,39.0,57.88,70,6,Female
82181,60.0,,28,1,Male
82182,67.0,66.74,19,5,Male
82183,37.0,91.72,95,7,Male
82184,36.0,14.39,37,5,Male
82185,44.0,40.94,78,3,Male
82186,25.0,34.38,22,3,Male
82187,35.0,50.12,34,2,Male
82188,27.0,27.72,98,6,Male
82189,67.0,110.55,46,4,Female
82190,66.0,50.13,92,6,Female
82191,58.0,65.1,85,7,Male
82192,52.0,62.96,38,4,Female
82193,32.0,102.38,62,3,Male
82194,40.0,66.69,53,3,Female
82195,29.0,51.54,84,6,Male
82196,66.0,78.33,73,3,Female
82197,44.0,92.45,41,3,Female
82198,23.0,87.2,39,4,Female
82199,41.0,39.42,32,6,Male
82200,39.0,72.25,21,7,Female
82201,26.0,67.61,8,4,Male
82202,27.0,45.37,59,5,Male
82203,20.0,98.28,64,6,Male
82204,23.0,66.24,67,5,Male
82205,43.0,31.18,40,6,Male
82206,62.0,36.39,63,3,Female
82207,31.0,73.9,50,6,Female
82208,53.0,29.98,15,4,Female
82209,59.0,35.8,74,1,Male
82210,36.0,31.25,80,4,Female
82211,65.0,57.76,67,6,Male
82212,56.0,24.27,29,8,Female
82213,40.0,71.14,22,3,Male
82214,22.0,60.67,14,5,Female
82215,61.0,107.53,56,7,Female
82216,32.0,57.67,8,4,Female
82217,47.0,83.72,84,7,Female
82218,50.0,60.77,27,4,Female
82219,55.0,90.91,68,6,Male
82220,36.0,32.69,52,9,Male
82221,22.0,83.32,35,5,Female
82222,26.0,45.65,34,3,Male
82223,24.0,37.23,41,3,Female
82224,41.0,45.62,46,6,Female
82225,58.0,29.66,93,9,Male
82226,33.0,78.34,73,6,Female
82227,54.0,88.29,84,5,Female
82228,27.0,,28,5,Female
82229,38.0,50.37,29,9,Female
82230,38.0,36.26,70,5,Male
82231,64.0,38.26,59,9,Female
82232,32.0,62.7,62,3,Female
82233,30.0,87.98,32,4,Female
82234,69.0,26.05,87,5,Female
82235,67.0,48.3,93,6,Male
82236,24.0,61.54,26,5,Female
82237,57.0,78.59,7,10,Female
82238,25.0,,8,3,Female
82239,60.0,30.96,97,6,Female
82240,58.0,55.19,32,5,Male
82241,55.0,47.07,84,8,Male
82242,69.0,70.53,50,5,Male
82243,19.0,39.08,92,8,Male
82244,54.0,92.95,89,4,Female
82245,39.0,36.73,4,3,Female
82246,21.0,64.17,54,7,Male
82247,69.0,81.59,14,4,Male
82248,64.0,132.86,93,10,Male
82249,24.0,25.46,63,7,Female
82250,,65.16,12,5,Male
82251,36.0,111.42,17,2,Female
82252,,22.74,48,5,Female
82253,67.0,68.8,70,7,Female
82254,19.0,54.86,90,2,Female
82255,30.0,21.32,9,7,Female
82256,45.0,,11,2,Female
82257,31.0,,2,7,Female
82258,20.0,25.98,13,10,Female
82259,33.0,52.26,57,4,Female
82260,42.0,80.01,74,4,Male
82261,63.0,80.34,45,10,Male
82262,64.0,40.47,72,8,Female
82263,20.0,56.56,39,5,Female
82264,51.0,,63,4,Female
82265,20.0,,15,3,Female
82266,58.0,90.54,100,4,Male
82267,,91.86,33,3,Male
82268,57.0,76.87,82,3,Female
82269,36.0,27.74,29,5,Male
82270,37.0,56.24,65,4,Male
82271,38.0,88.97,3,4,Male
82272,37.0,60.77,25,5,Female
82273,45.0,17.13,7,4,Female
82274,64.0,59.31,91,6,Male
82275,44.0,49.84,78,5,Male
82276,61.0,38.53,53,3,Female
82277,63.0,59.04,90,4,Female
82278,67.0,84.41,78,4,Male
82279,42.0,51.57,54,7,Male
82280,19.0,47.9,5,4,Female
82281,60.0,60.26,30,7,Male
